com.samsung.shealth.tracker.pedometer_step_count,6272009,2
duration,version_code,run_step,walk_step,com.samsung.health.step_count.start_time,com.samsung.health.step_count.sample_position_type,com.samsung.health.step_count.custom,com.samsung.health.step_count.update_time,com.samsung.health.step_count.create_time,com.samsung.health.step_count.count,com.samsung.health.step_count.speed,com.samsung.health.step_count.distance,com.samsung.health.step_count.calorie,com.samsung.health.step_count.time_offset,com.samsung.health.step_count.deviceuuid,com.samsung.health.step_count.pkg_name,com.samsung.health.step_count.end_time,com.samsung.health.step_count.datauuid
9544,4,0,16,2024-09-05 02:01:00.000,,,2024-09-05 02:01:23.985,2024-09-05 02:01:19.367,16,1.2698207,12.120001,0.70000005,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-05 02:02:00.000,ad145015-127f-48c8-8914-44590aede385,
22242,4,0,35,2024-09-05 04:13:00.000,,,2024-09-05 04:14:45.153,2024-09-05 04:14:45.153,35,1.1666666,25.95,1.67,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-05 04:14:00.000,4baffddb-7983-44d7-95d5-aa21bcd8665c,
28791,4,0,44,2024-09-05 04:14:00.000,,,2024-09-05 04:14:47.623,2024-09-05 04:14:45.187,44,1.1218765,32.3,2.11,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-05 04:15:00.000,be6013ca-243d-449d-879a-a39bcdf5de0a,
10141,4,0,19,2024-09-05 04:21:00.000,,,2024-09-05 04:21:56.800,2024-09-05 04:21:56.793,19,1.4722222,14.93,0.85,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-05 04:22:00.000,772ac6f0-8051-4e7e-aab7-5f71cfe73e12,
4722,4,0,6,2024-09-05 04:22:00.000,,,2024-09-05 04:22:00.167,2024-09-05 04:22:00.167,6,0.94444436,4.46,0.28,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-05 04:23:00.000,cf0e0214-cb74-4ac7-8fa0-6abba6e9cb9a,
7634,4,0,10,2024-09-05 04:53:00.000,,,2024-09-05 04:54:56.328,2024-09-05 04:54:56.328,10,0.9444444,7.21,0.48,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-05 04:54:00.000,81a7c22f-d875-485a-90ab-1aa1171dc5c8,
2962,4,0,4,2024-09-05 04:54:00.000,,,2024-09-05 04:54:56.509,2024-09-05 04:54:56.444,4,0.9722222,2.88,0.2,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-05 04:55:00.000,dcf0dd23-3671-4e74-ac63-a5a58b4de62d,
17727,4,0,27,2024-09-05 21:14:00.000,,,2024-09-05 21:15:02.080,2024-09-05 21:15:02.080,27,1.1388888,20.19,1.29,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-05 21:15:00.000,385e516e-bd47-48ca-b87f-30c8584ab58e,
8042,4,2,10,2024-09-05 21:11:00.000,,,2024-09-05 21:15:00.454,2024-09-05 21:15:00.454,12,1.2222222,9.83,1.04,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-09-05 21:12:00.000,1118cdb8-9109-466f-bab0-eac1254fc826,
7610,4,0,13,2024-09-05 21:12:00.000,,,2024-09-05 21:15:19.950,2024-09-05 21:15:19.950,13,1.3888888,10.57,0.65,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-09-05 21:13:00.000,66294738-6ea4-4430-9d0c-c6d28b84040d,
9846,4,0,17,2024-09-05 21:14:00.000,,,2024-09-05 21:15:20.317,2024-09-05 21:15:20.201,17,1.4116522,13.9,0.86,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-09-05 21:15:00.000,cc3664de-b099-4b2b-a21c-0868cc7de599,
32327,4,0,47,2024-09-05 21:18:00.000,,,2024-09-05 21:20:39.802,2024-09-05 21:20:39.802,49,1.1111112,35.92,2.41,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-05 21:19:00.000,b07874a7-bfde-4275-8428-e479195ac88a,
13697,4,0,23,2024-09-05 21:19:00.000,,,2024-09-05 21:20:39.852,2024-09-05 21:20:39.852,21,1.1388888,15.6,0.99,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-05 21:20:00.000,e614ceee-5852-49a1-a1c6-6e03b0ea86f9,
9421,4,0,17,2024-09-05 21:20:00.000,,,2024-09-05 21:21:22.653,2024-09-05 21:20:45.585,17,1.3756077,12.960001,0.75,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-05 21:21:00.000,f2dbc954-d185-4410-9e62-e2d103f990d8,
15980,4,0,21,2024-09-05 21:32:00.000,,,2024-09-05 21:34:18.658,2024-09-05 21:34:18.658,22,1.0,15.98,1.05,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-05 21:33:00.000,c5448b45-045a-4a79-a33a-cb493e119b58,
0,4,0,1,2024-09-05 21:34:00.000,,,2024-09-05 21:34:18.684,2024-09-05 21:34:18.684,0,0.0,0.0,0.0,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-05 21:35:00.000,d7b29c9a-b9f5-4f9f-a316-9d0a4a8ab1a9,
14425,4,0,23,2024-09-05 22:14:00.000,,,2024-09-05 22:15:02.055,2024-09-05 22:15:02.055,23,1.1944444,17.23,1.09,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-05 22:15:00.000,0b787226-3a95-48bb-8653-4b8c48cd7f07,
6156,4,0,9,2024-09-05 22:16:00.000,,,2024-09-05 22:17:31.455,2024-09-05 22:17:31.455,9,1.0833334,6.67,0.42,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-05 22:17:00.000,8e2177d6-4ed5-4e8c-9b48-76a85cdb61fe,
12058,4,0,17,2024-09-05 22:17:00.000,,,2024-09-05 22:19:16.741,2024-09-05 22:17:31.481,17,1.020015,12.3,0.83000004,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-05 22:18:00.000,7ce761cb-1f74-4175-b417-15cfcb5fb336,
23708,4,0,33,2024-09-06 01:08:00.000,,,2024-09-06 01:10:23.752,2024-09-06 01:08:29.776,38,1.202091,28.5,1.76,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-06 01:09:00.000,6973a2af-18e5-4172-b509-d17e6bdd4023,
0,4,0,5,2024-09-06 01:10:00.000,,,2024-09-06 01:10:23.778,2024-09-06 01:10:23.778,0,0.0,0.0,0.0,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-06 01:11:00.000,3a75765c-565c-4055-82d3-55a212e5b6d7,
612,4,0,1,2024-09-05 21:15:00.000,,,2024-09-05 21:16:13.082,2024-09-05 21:16:13.082,1,1.3055556,0.79999924,0.049999952,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-09-05 21:16:00.000,94c05a19-2cfc-4fd7-91f8-9a2f89684dbf,
19964,4,0,38,2024-09-05 21:18:00.000,,,2024-09-05 21:35:00.065,2024-09-05 21:35:00.065,38,1.5833334,31.61,1.7800002,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-09-05 21:19:00.000,5f85a4e1-c3b3-4715-a211-9e9272cf3d5c,
8478,4,0,16,2024-09-05 21:20:00.000,,,2024-09-05 21:35:00.184,2024-09-05 21:35:00.184,16,1.6111112,13.659996,0.78999996,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-09-05 21:21:00.000,7bf4bd37-fcc5-4281-8301-bdc9108f345e,
19743,4,0,35,2024-09-05 21:32:00.000,,,2024-09-05 21:35:00.242,2024-09-05 21:35:00.242,35,1.4166666,27.970001,1.6500001,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-09-05 21:33:00.000,ba70bf3b-7561-4654-baa4-3a415d5f30a1,
9446,4,0,17,2024-09-05 21:33:00.000,,,2024-09-05 21:35:00.648,2024-09-05 21:35:00.648,17,1.5,14.169998,0.8000002,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-09-05 21:34:00.000,2e04ea5c-c81a-4e5f-8706-739c1a967244,
9412,4,0,12,2024-09-05 22:04:00.000,,,2024-09-05 22:15:00.152,2024-09-05 22:15:00.152,12,0.9444444,8.889999,0.6799998,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-09-05 22:05:00.000,b1c84d79-3ecb-402b-a01a-1715db88c3b7,
7683,4,0,10,2024-09-05 22:05:00.000,,,2024-09-05 22:15:00.243,2024-09-05 22:15:00.243,10,0.9722222,7.470001,0.48999977,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-09-05 22:06:00.000,d96c37fb-0c7e-4284-901e-f9664852fbe2,
10870,4,0,20,2024-09-05 22:08:00.000,,,2024-09-05 22:15:00.513,2024-09-05 22:15:00.513,20,1.5555556,16.910004,0.9300003,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-09-05 22:09:00.000,72c6ab3c-b0e2-4c86-8522-bad041f83deb,
16399,4,6,28,2024-09-05 22:14:00.000,,,2024-09-05 22:15:00.636,2024-09-05 22:15:00.636,34,1.8055556,29.61,2.1800003,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-09-05 22:15:00.000,4f4b95c0-1a18-4e4b-9a7d-0def579ccbbf,
13832,4,0,20,2024-09-05 22:17:00.000,,,2024-09-05 22:35:00.065,2024-09-05 22:35:00.065,20,1.111111,15.369995,1.0199995,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-09-05 22:18:00.000,1aa3fa92-b833-4845-82f7-7c145084a612,
6757,4,0,9,2024-09-06 01:24:00.000,,,2024-09-06 01:35:02.432,2024-09-06 01:35:02.432,9,0.9722222,6.57,0.43,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-06 01:25:00.000,95ee9b18-db17-4be6-8142-72ddc387e32d,
46405,4,0,72,2024-09-06 01:29:00.000,,,2024-09-06 01:35:02.461,2024-09-06 01:35:02.461,72,1.1666666,54.14,3.47,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-06 01:30:00.000,aab4695d-0862-4d5a-88ec-695d818aeed2,
8498,4,0,16,2024-09-06 01:41:00.000,,,2024-09-06 01:50:21.801,2024-09-06 01:50:21.801,16,1.4166667,12.04,0.74,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-06 01:42:00.000,70e7d21c-7cd9-4bd3-a9a4-743d9426ba33,
7702,4,0,11,2024-09-06 01:42:00.000,,,2024-09-06 01:50:21.904,2024-09-06 01:50:21.904,11,1.0555556,8.13,0.52,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-06 01:43:00.000,b05be440-0ffd-47b6-8bc3-eda9c353ee2b,
5839,4,0,9,2024-09-06 01:47:00.000,,,2024-09-06 01:50:21.975,2024-09-06 01:50:21.975,9,1.1388888,6.65,0.42,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-06 01:48:00.000,b5a1a540-28a1-4b10-a1b2-5e8100082ede,
2665,4,0,7,2024-09-06 01:48:00.000,,,2024-09-06 01:50:22.006,2024-09-06 01:50:22.006,7,2.1944444,5.85,0.31,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-06 01:49:00.000,35f9def7-c8f4-4258-a91d-6f4ee2dab78d,
26865,4,0,49,2024-09-06 01:49:00.000,,,2024-09-06 01:50:22.054,2024-09-06 01:50:22.054,49,1.4166666,38.06,2.29,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-06 01:50:00.000,e630e422-62f4-40a1-a409-86e736bb0509,
8400,4,0,14,2024-09-06 01:50:00.000,,,2024-09-06 01:50:22.097,2024-09-06 01:50:22.097,14,1.25,10.5,0.66,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-06 01:51:00.000,9fae3b3d-67eb-4280-9cd6-7f3f633f2597,
5304,4,0,7,2024-09-06 01:52:00.000,,,2024-09-06 01:52:59.560,2024-09-06 01:52:59.039,7,0.94832283,5.0299997,0.34,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-06 01:53:00.000,8b1c9755-bb4a-49a1-98d7-2deff013a72a,
3571,4,0,5,2024-09-06 01:53:00.000,,,2024-09-06 01:53:03.234,2024-09-06 01:53:00.798,5,1.0106602,3.6100001,0.24,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-06 01:54:00.000,88075054-0e76-42b6-beae-758d7bc1eefc,
18607,4,0,34,2024-09-06 04:17:00.000,,,2024-09-06 04:17:53.176,2024-09-06 04:17:53.164,34,1.4166665,26.36,1.59,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-06 04:18:00.000,df12f276-1814-45d6-a6b7-11daa23aaa37,
8469,4,0,13,2024-09-06 04:41:00.000,,,2024-09-06 04:43:38.731,2024-09-06 04:43:38.731,13,1.1111112,9.41,0.62,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-06 04:42:00.000,a1136073-3978-4eb3-a644-7e43efaf9afd,
6766,4,0,12,2024-09-06 04:42:00.000,,,2024-09-06 04:43:38.763,2024-09-06 04:43:38.763,12,1.3611112,9.21,0.57,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-06 04:43:00.000,ab870867-d784-483c-be60-97e76d9bcc81,
22945,4,0,36,2024-09-06 04:43:00.000,,,2024-09-06 04:43:40.185,2024-09-06 04:43:38.808,36,1.1579462,26.57,1.75,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-06 04:44:00.000,1b18096a-90c5-44fc-b6aa-4159bb6dd499,
5646,4,0,12,2024-09-06 16:49:00.000,,,2024-09-06 16:49:40.006,2024-09-06 16:49:40.006,12,1.6666666,9.41,0.5,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-06 16:50:00.000,d482ff36-3154-47cc-8136-289cf196a4b7,
5353,4,0,10,2024-09-06 17:04:00.000,,,2024-09-06 17:04:13.134,2024-09-06 17:04:10.780,10,1.4551497,7.79,0.47000006,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-06 17:05:00.000,86c02980-70f0-4824-b520-9d824e21dcf8,
8173,4,0,13,2024-09-06 17:14:00.000,,,2024-09-06 17:14:43.810,2024-09-06 17:14:43.810,13,1.2222222,9.99,0.5,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-06 17:15:00.000,8df694ad-effd-4d47-8fc1-d3c768dcfe32,
6913,4,0,9,2024-09-06 17:17:00.000,,,2024-09-06 17:17:58.812,2024-09-06 17:17:56.156,9,0.9343588,6.460001,0.44000003,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-06 17:18:00.000,e0ff2591-2d3c-4cfe-80c7-40a1531b2f6d,
9102,4,0,15,2024-09-06 17:20:00.000,,,2024-09-06 17:21:04.913,2024-09-06 17:20:55.446,15,1.2457675,11.34,0.71000004,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-06 17:21:00.000,751a5594-26db-438c-8b47-579a8d430cb0,
10596,4,0,16,2024-09-06 17:21:00.000,,,2024-09-06 17:21:59.387,2024-09-06 17:21:04.941,16,1.1003447,11.66,0.76,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-06 17:22:00.000,09613a6b-01c3-46c9-a029-d65dbf54a9d1,
2787,4,0,4,2024-09-06 17:22:00.000,,,2024-09-06 17:22:01.877,2024-09-06 17:22:00.103,4,1.0476911,2.92,0.2,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-06 17:23:00.000,28b01779-fc34-49dc-93a5-36ed3661636d,
7384,4,0,10,2024-09-06 17:26:00.000,,,2024-09-06 17:26:26.322,2024-09-06 17:26:24.304,10,0.97507757,7.2,0.49000004,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-06 17:27:00.000,259e3a4a-db22-4658-abc8-a989fa395247,
3153,4,0,6,2024-09-06 17:27:00.000,,,2024-09-06 17:27:12.977,2024-09-06 17:27:12.977,6,1.5,4.73,0.27,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-06 17:28:00.000,5bc892fe-24d6-4707-b321-c43d9815634f,
3362,4,0,6,2024-09-06 17:28:00.000,,,2024-09-06 17:28:01.117,2024-09-06 17:28:01.117,6,1.3888888,4.67,0.27,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-06 17:29:00.000,00718608-ab81-4f6e-9b63-3db69827ca47,
4227,4,0,7,2024-09-06 17:51:00.000,,,2024-09-06 17:51:44.553,2024-09-06 17:51:44.167,7,1.2300385,5.2,0.33,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-06 17:52:00.000,eb4792e0-680e-46c5-9d0a-b2c34fdd540c,
4442,4,0,9,2024-09-06 17:52:00.000,,,2024-09-06 17:52:33.933,2024-09-06 17:52:32.939,9,1.6048719,7.13,0.4,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-06 17:53:00.000,d3df6d84-feda-4cfd-95f6-d2ef111efc66,
25438,4,0,42,2024-09-07 00:09:00.000,,,2024-09-07 00:09:30.388,2024-09-07 00:09:10.782,42,1.2418298,31.590012,1.9299994,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-07 00:10:00.000,f0e61ff7-7b47-4303-9589-f7b6a3f2bf36,
8204,4,0,12,2024-09-07 00:13:00.000,,,2024-09-07 00:13:11.315,2024-09-07 00:13:11.315,12,1.0555555,8.66,0.5,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-07 00:14:00.000,8a11bbbd-7a00-4e8e-a69f-7c4a34ae0f8c,
20326,4,0,31,2024-09-07 00:15:00.000,,,2024-09-07 00:21:36.609,2024-09-07 00:21:36.609,31,1.1388888,23.15,1.5,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-07 00:16:00.000,1adbc29d-1edc-4f0a-bdd6-94d0a096b30c,
13049,4,0,23,2024-09-07 00:16:00.000,,,2024-09-07 00:21:36.631,2024-09-07 00:21:36.631,23,1.3333334,17.4,1.09,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-07 00:17:00.000,2cad0c1a-0485-4c2f-a791-ab92297a409e,
8188,4,0,15,2024-09-07 00:17:00.000,,,2024-09-07 00:21:36.662,2024-09-07 00:21:36.662,15,1.4166666,11.6,0.7,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-07 00:18:00.000,17b93fc7-7f1c-48e5-af3c-1c45808dee11,
9432,4,0,16,2024-09-07 00:26:00.000,,,2024-09-07 00:28:17.695,2024-09-07 00:28:17.695,17,1.3888888,13.1,0.81,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-07 00:27:00.000,6f467987-17ba-4e0b-965c-26b85083fed5,
0,4,0,1,2024-09-07 00:28:00.000,,,2024-09-07 00:28:17.735,2024-09-07 00:28:17.735,0,0.0,0.0,0.0,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-07 00:29:00.000,f5dbef68-824f-46f8-ae58-42727571eaac,
8129,4,0,9,2024-09-07 00:31:00.000,,,2024-09-07 00:31:37.977,2024-09-07 00:31:37.977,17,1.5277778,12.42,0.73,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-07 00:32:00.000,06bec137-108c-4b97-ab56-75a017e6185f,
6850,4,0,12,2024-09-07 01:05:00.000,,,2024-09-07 01:05:03.952,2024-09-07 01:05:00.325,12,1.4524474,9.950001,0.70000005,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-07 01:06:00.000,18a48456-6b81-441a-9be5-da3e5ae0d950,
22470,4,0,31,2024-09-07 03:03:00.000,,,2024-09-07 03:15:00.351,2024-09-07 03:15:00.351,31,1.0,22.47,1.5,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-07 03:04:00.000,4438c0f7-42bc-48e5-914a-b2134b5ab2e5,
7354,4,0,10,2024-09-07 03:10:00.000,,,2024-09-07 03:15:00.390,2024-09-07 03:15:00.390,10,0.9722222,7.15,0.49,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-07 03:11:00.000,29ad39d1-2641-4630-85ed-ae58a353e3df,
12528,4,0,17,2024-09-07 03:11:00.000,,,2024-09-07 03:15:00.425,2024-09-07 03:15:00.425,23,1.3888888,17.4,1.06,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-07 03:12:00.000,cd5220ab-f155-4cf8-9973-ea519e77c3f5,
0,4,0,6,2024-09-07 03:16:00.000,,,2024-09-07 03:16:23.633,2024-09-07 03:16:23.633,0,0.0,0.0,0.0,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-07 03:17:00.000,38afc84d-271e-4766-ac9b-efedea753679,
3923,4,0,7,2024-09-07 03:25:00.000,,,2024-09-07 03:26:08.738,2024-09-07 03:26:08.738,7,1.3611112,5.34,0.32,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-07 03:26:00.000,5fc3c84b-3bff-43d6-ba73-569e9324af49,
8704,4,0,16,2024-09-07 05:40:00.000,,,2024-09-07 05:43:56.009,2024-09-07 05:43:56.009,16,1.3888888,12.09,0.74,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-07 05:41:00.000,6a736278-b560-41cc-84ca-4448d95261e9,
7123,4,0,12,2024-09-07 13:54:00.000,,,2024-09-07 13:54:20.224,2024-09-07 13:54:20.224,12,1.3055556,9.3,0.5,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-07 13:55:00.000,38305f7e-eef2-4d23-a238-06e6fef076cf,
9321,4,0,16,2024-09-07 14:00:00.000,,,2024-09-07 14:00:50.169,2024-09-07 14:00:18.401,16,1.3023424,12.14,0.76,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-07 14:01:00.000,386642d1-0b08-4a0f-b407-a2a220538a1b,
4269,4,0,7,2024-09-07 15:48:00.000,,,2024-09-07 15:55:01.479,2024-09-07 15:55:01.479,7,1.1944444,5.1,0.33,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-07 15:49:00.000,edf2abab-c9a3-459d-aaea-e3ec9d238ae9,
19785,4,0,35,2024-09-07 17:46:00.000,,,2024-09-07 17:53:13.860,2024-09-07 17:53:13.860,35,1.3611112,26.93,1.67,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-07 17:47:00.000,198c3c24-a422-420d-b9b2-84f3b8c54956,
18593,4,0,26,2024-09-07 17:48:00.000,,,2024-09-07 17:53:13.889,2024-09-07 17:53:13.889,26,1.0277778,19.11,1.23,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-07 17:49:00.000,24df0860-835d-426c-9f56-67ed432a5739,
18420,4,0,25,2024-09-07 17:52:00.000,,,2024-09-07 17:53:13.912,2024-09-07 17:53:13.912,29,1.1666666,21.49,1.43,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-07 17:53:00.000,f42fdb07-906d-4cc6-87f3-e7e3dea48559,
13012,4,0,25,2024-09-07 17:53:00.000,,,2024-09-07 17:53:55.628,2024-09-07 17:53:13.934,21,1.2126737,15.78,0.98,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-07 17:54:00.000,f5b1c335-7cc7-40e1-a372-e519faa1cb6a,
4065,4,0,8,2024-09-07 17:54:00.000,,,2024-09-07 17:54:49.695,2024-09-07 17:54:00.613,8,1.5520673,6.3100004,0.35,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-07 17:55:00.000,f1f9bf65-407f-4130-8c8b-52740516a2b1,
38745,4,0,59,2024-09-07 17:56:00.000,,,2024-09-07 17:58:26.452,2024-09-07 17:58:26.452,71,1.3333334,51.66,3.31,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-07 17:57:00.000,94e83c81-c943-46be-9152-9ff2d58fcb46,
28037,4,0,44,2024-09-07 17:57:00.000,,,2024-09-07 17:58:26.471,2024-09-07 17:58:26.471,44,1.1666666,32.71,2.15,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-07 17:58:00.000,bd2cb70f-0a6b-40fa-a15f-d06788dd5089,
7805,4,0,12,2024-09-07 17:58:00.000,,,2024-09-07 17:58:26.496,2024-09-07 17:58:26.496,12,1.1388888,8.89,0.57,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-07 17:59:00.000,2b2afcb9-1a49-4eb7-877e-ac1e7dafd227,
13569,4,0,20,2024-09-07 18:04:00.000,,,2024-09-07 18:05:03.034,2024-09-07 18:05:03.034,20,1.0833334,14.7,0.95,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-07 18:05:00.000,3643eae1-2e8c-4a03-b061-1dd94d50182e,
33590,4,0,51,2024-09-07 18:05:00.000,,,2024-09-07 18:08:28.084,2024-09-07 18:05:03.054,51,1.1214601,37.67,2.47,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-07 18:06:00.000,b7c38c27-7c5b-47f3-894f-9915f9bdded4,
10959,4,0,17,2024-09-07 18:08:00.000,,,2024-09-07 18:08:55.989,2024-09-07 18:08:51.408,18,1.233642,13.5199995,0.79,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-07 18:09:00.000,4b0d3fdc-aef7-4488-b025-758dff564cd8,
12514,4,0,21,2024-09-07 18:09:00.000,,,2024-09-07 18:09:50.645,2024-09-07 18:09:50.645,20,1.1666666,14.6,0.96,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-07 18:10:00.000,bfdea72e-6dec-4ba2-82b3-42e19f7594fa,
16833,4,0,28,2024-09-07 18:19:00.000,,,2024-09-07 18:25:51.001,2024-09-07 18:25:51.001,28,1.2777778,21.51,1.28,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-07 18:20:00.000,853dfcfb-73d4-4b2e-b5e0-b67322e91306,
32460,4,0,51,2024-09-07 19:00:00.000,,,2024-09-07 19:08:38.710,2024-09-07 19:08:38.710,51,1.1666666,37.87,2.49,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-07 19:01:00.000,3ae0fedc-7cb6-4c36-8002-c1b42b981b1a,
4238,4,0,7,2024-09-07 19:01:00.000,,,2024-09-07 19:08:38.737,2024-09-07 19:08:38.737,7,1.2222222,5.18,0.32,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-07 19:02:00.000,895f295f-b7c1-488e-b9d0-387b9093ad75,
6295,4,0,9,2024-09-07 19:04:00.000,,,2024-09-07 19:08:38.761,2024-09-07 19:08:38.761,9,1.0277778,6.47,0.43,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-07 19:05:00.000,5a91daa7-6812-4d9b-8bed-571c75132b8e,
8552,4,0,11,2024-09-07 19:07:00.000,,,2024-09-07 19:08:38.782,2024-09-07 19:08:38.782,11,0.9166667,7.84,0.54,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-07 19:08:00.000,4a41e297-74cc-43fa-ab04-35d12f2a166a,
3485,4,0,6,2024-09-07 19:08:00.000,,,2024-09-07 19:08:47.072,2024-09-07 19:08:47.072,6,1.3055556,4.55,0.27,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-07 19:09:00.000,ac285c8c-628f-4115-a4d3-9b3c1d032a2e,
8530,4,0,11,2024-09-07 19:09:00.000,,,2024-09-07 19:15:01.700,2024-09-07 19:15:01.700,11,0.9166667,7.82,0.54,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-09-07 19:10:00.000,b1f50b80-dbab-4687-bea4-7be429a6cb21,
