com.samsung.shealth.activity.day_summary,6272009,6
movement_type,create_sh_ver,energy_type,exercise_time,step_count,exercise_calorie_target,active_time,target,others_time,modify_sh_ver,update_time,floors_target,create_time,floor_count,dynamic_active_time_target,exercise_time_target,goal,longest_active_time,score,move_hourly_count,duration_type,move_hourly_target,distance,dynamic_active_time,calorie,extra_data,deviceuuid,run_time,pkg_name,walk_time,longest_idle_time,datauuid,day_time
,,,,848,,565616,,0,,2021-01-07 04:14:06.706,,2021-01-06 05:00:00.405,,,,60,50025,15,,,,620.9799,,31.629993,f67ef2e4-3905-40a7-83f1-ba8e2ea298a7.extra_data.json,5vLahzXBCy,0,com.sec.android.app.shealth,565616,28560000,f67ef2e4-3905-40a7-83f1-ba8e2ea298a7,2021-01-06 00:00:00.000,
,,,,991,,660997,,0,,2021-01-08 03:56:30.782,,2021-01-07 05:00:01.175,,,,60,42021,18,,,,740.6401,,36.220005,92ff5647-d467-4b43-9d6d-4c0a674c6221.extra_data.json,5vLahzXBCy,0,com.sec.android.app.shealth,660997,28680000,92ff5647-d467-4b43-9d6d-4c0a674c6221,2021-01-07 00:00:00.000,
,,,,3397,,2128344,,0,,2021-01-08 21:00:07.038,,2021-01-08 05:11:50.489,,,,60,1053090,58,,,,2578.033,,127.42951,0967d1e9-6669-4b08-8e59-5ced66fbaebd.extra_data.json,5vLahzXBCy,0,com.sec.android.app.shealth,2128344,51360000,0967d1e9-6669-4b08-8e59-5ced66fbaebd,2021-01-08 00:00:00.000,
,,,,480,,320160,,0,,2021-01-10 03:16:55.643,,2021-01-09 05:00:00.581,,,,60,44022,8,,,,351.29996,,17.8,7e6b6a94-5053-4315-86d4-a69587810dd7.extra_data.json,5vLahzXBCy,0,com.sec.android.app.shealth,320160,29100000,7e6b6a94-5053-4315-86d4-a69587810dd7,2021-01-09 00:00:00.000,
,,,,324,,216108,,0,,2021-01-11 04:21:15.218,,2021-01-10 05:00:00.537,,,,60,30015,5,,,,240.45001,,11.669999,a48193dd-b9c8-46d5-84e9-268882628948.extra_data.json,5vLahzXBCy,0,com.sec.android.app.shealth,216108,38940000,a48193dd-b9c8-46d5-84e9-268882628948,2021-01-10 00:00:00.000,
,,,,785,,523595,,0,,2021-01-12 06:03:22.585,,2021-01-11 05:00:01.852,,,,60,38686,13,,,,578.94,,29.509998,af24319d-e4a7-49d5-9239-70c745901936.extra_data.json,5vLahzXBCy,0,com.sec.android.app.shealth,523595,26280000,af24319d-e4a7-49d5-9239-70c745901936,2021-01-11 00:00:00.000,
,,,,913,,607636,,0,,2021-01-13 06:04:55.350,,2021-01-12 06:03:22.495,,,,60,39353,16,,,,677.44,,33.530003,f5ee9449-8ac9-4dc0-ba47-2e445e066428.extra_data.json,5vLahzXBCy,2000,com.sec.android.app.shealth,605636,27060000,f5ee9449-8ac9-4dc0-ba47-2e445e066428,2021-01-12 00:00:00.000,
,,,,776,,517592,,0,,2021-01-14 03:46:55.779,,2021-01-13 06:04:55.212,,,,60,40020,13,,,,585.9099,,28.980001,a103f443-e762-47e3-9ebb-dee6849dabea.extra_data.json,5vLahzXBCy,0,com.sec.android.app.shealth,517592,32820000,a103f443-e762-47e3-9ebb-dee6849dabea,2021-01-13 00:00:00.000,
,,,,643,,428881,,0,,2021-01-15 02:19:31.235,,2021-01-14 05:00:01.293,,,,60,33350,11,,,,473.32996,,23.25,de6905ea-e203-44b4-984b-206bf37eb81a.extra_data.json,5vLahzXBCy,0,com.sec.android.app.shealth,428881,27660000,de6905ea-e203-44b4-984b-206bf37eb81a,2021-01-14 00:00:00.000,
,,,,401,,267467,,0,,2021-01-16 04:29:36.469,,2021-01-15 05:00:00.642,,,,60,27347,6,,,,295.39,,14.829998,14b793e1-6546-43cc-8928-9225fecaed60.extra_data.json,5vLahzXBCy,0,com.sec.android.app.shealth,267467,20760000,14b793e1-6546-43cc-8928-9225fecaed60,2021-01-15 00:00:00.000,
,,,,560,,373520,,0,,2021-01-17 01:51:05.514,,2021-01-16 05:00:00.444,,,,60,32016,10,,,,415.65002,,19.920002,f4b03435-a58b-495f-8c84-e2f03f4c0b20.extra_data.json,5vLahzXBCy,0,com.sec.android.app.shealth,373520,25860000,f4b03435-a58b-495f-8c84-e2f03f4c0b20,2021-01-16 00:00:00.000,
,,,,194,,129398,,0,,2021-01-18 03:43:51.308,,2021-01-17 05:17:19.809,,,,60,18676,3,,,,144.65,,6.799999,87af1e4c-53f0-4687-869b-6785d7e552e2.extra_data.json,5vLahzXBCy,0,com.sec.android.app.shealth,129398,56880000,87af1e4c-53f0-4687-869b-6785d7e552e2,2021-01-17 00:00:00.000,
,,,,557,,369917,,0,,2021-01-19 05:00:01.355,,2021-01-18 05:00:00.362,,,,60,42688,10,,,,421.12,,20.32,19f75d98-3e82-4d8d-b7fa-a3e5eff5be23.extra_data.json,5vLahzXBCy,2400,com.sec.android.app.shealth,367517,37380000,19f75d98-3e82-4d8d-b7fa-a3e5eff5be23,2021-01-18 00:00:00.000,
,,,,747,,498249,,0,,2021-01-20 04:05:25.447,,2021-01-19 05:00:01.254,,,,60,37352,13,,,,557.02,,26.88,a1c4cf39-4fc1-4f1c-b1a8-887c075f6cc5.extra_data.json,5vLahzXBCy,0,com.sec.android.app.shealth,498249,30180000,a1c4cf39-4fc1-4f1c-b1a8-887c075f6cc5,2021-01-19 00:00:00.000,
,,,,798,,526203,,0,,2021-01-21 04:57:23.608,,2021-01-20 05:00:00.642,,,,60,60000,13,,,,589.81,,30.1,c2a8899d-9d5b-4be3-ab46-804f9fc2f444.extra_data.json,5vLahzXBCy,0,com.sec.android.app.shealth,526203,36960000,c2a8899d-9d5b-4be3-ab46-804f9fc2f444,2021-01-20 00:00:00.000,
,,,,1524,,1016508,,0,,2021-01-22 05:00:00.629,,2021-01-21 05:00:00.442,,,,60,60000,26,,,,1136.7399,,56.319996,f28922dd-c735-4845-b734-dabfbd1a87f3.extra_data.json,5vLahzXBCy,0,com.sec.android.app.shealth,1016508,48540000,f28922dd-c735-4845-b734-dabfbd1a87f3,2021-01-21 00:00:00.000,
,,,,701,,466232,,0,,2021-01-23 03:55:04.219,,2021-01-22 05:00:00.512,,,,60,40020,11,,,,534.33997,,26.73,bde421da-f5e6-4c9f-aee3-26f7dc236d17.extra_data.json,5vLahzXBCy,2000,com.sec.android.app.shealth,464232,28140000,bde421da-f5e6-4c9f-aee3-26f7dc236d17,2021-01-22 00:00:00.000,
